PortfolioManager,SecurityType,Elbow,Currency,Net Amount,Quantity
S598958A,CB,0,USD,1187400.28,16684.00
S598958A,CB,0,USD,1149883.85,35305.00
S598958A,CB,0,USD,1391986.80,24946.00
S598958A,CB,0,USD,1377253.12,4552.00
S598958A,CB,0,USD,2469409.80,24310.00
S598958A,CB,0,USD,3227721.06,22276.00
S598958A,CB,0,USD,5971924.05,53446.00
S598958A,CB,0,USD,9213120.98,1256906.00
S598958A,CB,0,USD,8807570.28,78822.00
S598958A,CB,0,USD,3080661.64,273642.00
S598958A,CB,0,USD,2519027.80,343660.00
S598958A,CB,0,USD,2328438.12,20838.00
S598958A,CB,0,USD,7675228.87,260183.00
S598958A,CB,0,USD,2098524.62,71138.00
S598958A,CB,0,USD,7069811.48,872924.00
S598958A,CB,0,USD,1933012.63,238673.00
S598958A,CB,0,USD,1679525.38,27500.00
S598958A,CB,0,USD,1405599.10,42542.00
S598958A,CB,0,USD,5344257.20,568538.00
S598958A,CB,0,USD,1412876.40,150306.00
S598958A,CB,0,USD,1469984.65,15679.00
S598958A,CB,0,USD,7198296.00,117600.00
S598958A,CB,0,USD,1159085.62,6482.00
S598958A,CB,0,USD,4031865.44,1395.00
S598958A,CB,0,USD,1237883.36,8782.00
S598958A,CB,0,USD,1426576.53,974.00
S598958A,CB,0,USD,1870506.39,8014.00
S598958A,CB,0,USD,4945460.99,13583.00
S598958A,CB,0,USD,2153175.26,58054.00
S598958A,CB,0,USD,5214503.50,25283.00
S598958A,CB,0,USD,2301340.44,62148.00
S598958A,CB,0,USD,1153620.00,6500.00
S598958A,CB,0,USD,1468417.62,999.00
S598958A,CB,0,USD,2480545.67,74074.00
S598958A,CB,0,USD,1336252.41,9771.00
S598958A,CB,0,USD,1674073.33,32929.00
S598958A,CB,0,USD,1813836.90,10733.00
S598958A,CB,0,USD,5204455.53,26686.00
S598958A,CB,0,USD,1937622.76,19612.00
S598958A,CB,0,USD,4194844.85,13978.00
S598958A,CB,0,USD,2185448.91,11762.00
S598958A,CB,0,USD,1405819.30,9097.00
S598958A,CB,0,USD,1366060.99,3901.00
S598958A,CB,0,USD,4238355.00,17013.00
S598958A,CB,0,USD,2588841.80,27976.00
S598958A,CB,0,USD,2859964.42,72041.00
S598958A,CB,0,USD,1258839.58,2383.00
S598958A,CB,0,USD,1960210.10,7741.00
S598958A,CB,0,USD,1349422.69,3809.00
S598958A,CB,0,USD,1274378.73,11137.00
S598958A,CB,0,USD,1446401.12,59014.00
S598958A,CB,0,USD,1279503.53,4123.00
S598958A,CB,0,USD,9261865.01,38031.00
S598958A,CB,0,USD,2944515.00,21945.00
S598958A,CB,0,USD,2786000.80,22396.00
S598958A,CB,0,USD,2961728.77,87861.00
S598958A,CB,0,USD,2853356.92,14250.00
S598958A,CB,0,USD,1213081.18,4100.00
S598958A,CB,0,USD,3109290.24,39925.00
S598958A,CB,0,USD,1498973.37,19836.00
S598958A,CB,0,USD,3371119.11,18571.00
S598958A,CB,0,USD,2548764.25,29531.00
S598958A,CB,0,USD,4810576.79,39159.00
S598958A,CB,0,USD,4474104.46,14998.00
S598958A,CB,0,USD,1170697.29,29393.00
S598958A,CB,0,USD,3486682.09,7619.00
S598958A,CB,0,USD,3331643.12,28569.00
S598958A,CB,0,USD,1839793.69,8307.00
S598958A,CB,0,USD,1156019.23,22579.00
S598958A,CB,0,USD,1875974.48,14518.00
S598958A,CB,0,USD,3428136.45,112696.00
S598958A,CB,0,USD,2130173.69,35790.00
S598958A,CB,0,USD,1178014.74,4662.00
S598958A,CB,0,USD,1272362.86,5979.00
S598958A,CB,0,USD,1129474.70,6591.00
S598958A,CB,0,USD,6918662.09,4625.00
S598958A,CB,0,USD,1834909.19,9952.00
S598958A,CB,0,USD,1616005.92,11103.00
S598958A,CB,0,USD,1281829.06,3015.00
S598958A,CB,0,USD,5968118.93,41669.00
S598958A,CB,0,USD,3974772.94,9728.00
S598958A,CB,0,USD,1864002.41,32922.00
S598958A,CB,0,USD,2847846.95,123500.00
S598958A,CB,0,USD,1256901.82,3296.00
S598958A,CB,0,USD,2020024.01,6322.00
S598958A,CB,0,USD,2208218.15,6982.00
S598958A,CB,0,USD,1855225.59,7010.00
S598958A,CB,0,USD,3922404.72,66971.00
S598958A,CB,0,USD,1418252.77,23262.00
S598958A,CB,0,USD,1369115.42,18477.00
S598958A,CB,0,USD,4494659.58,48196.00
S598958A,CB,0,USD,2340369.46,9304.00
S598958A,CB,0,USD,2752983.24,61138.00
S598958A,CB,0,USD,2882334.93,66877.00
S598958A,CB,0,USD,1526525.41,8479.00
S598958A,CB,0,USD,1965813.06,6224.00
S598958A,CB,0,USD,1304437.45,20673.00
S598958A,CB,0,USD,2766154.60,27874.00
S598958A,CB,0,USD,1663524.27,17794.00
S598958A,CB,0,USD,2204865.01,10075.00
S598958A,CB,0,USD,3496479.41,6955.00
S598958A,CB,0,USD,3070046.38,67077.00
S598958A,CB,0,USD,3621922.89,65450.00
S598958A,CB,0,USD,1620748.70,11943.00
S598958A,CB,0,USD,1359325.61,2438.00
S598958A,CB,0,USD,1652403.27,14043.00
S598958A,CB,0,USD,2414587.77,6246.00
S598958A,CB,0,USD,1942248.32,21211.00
S598958A,CB,0,USD,5570546.86,30750.00
S598958A,CB,0,USD,2252229.01,13320.00
S598958A,CB,0,USD,1779579.92,24628.00
S598958A,CB,0,USD,7134234.52,4745.00
S598958A,CB,0,USD,1249870.57,3266.00
S598958A,CB,0,USD,1269854.47,5926.00
S598958A,CB,0,USD,2978919.06,112810.00
S598958A,CB,0,USD,4502564.86,124280.00
S598958A,CB,0,USD,1219273.60,5707.00
S598958A,CB,0,USD,1206967.68,3146.00
S598958A,CB,0,USD,1185887.99,31381.00
S598958A,CB,0,USD,3084783.66,49126.00
S598958A,CB,0,USD,7017156.93,21680.00
